id,created_time,author,content
1628974551_1286051019,2021-03-19 13:22:14,直言不会,及时行乐，人死鸟朝天[酷]
1628974551_1286041581,2021-03-19 13:10:34,赵本洲,看来我是特例了。原来我这个人花钱不记账，但是花呗给我记账，随时能查，慢慢的我就开始减少一些不必要的花销了。用了四年多了，逾期了一次，那次好像晚了一两天吧。最开始用花呗是为了早早养成还贷款的习惯，因为早晚有房贷，要预习一下。
1628974551_1285944744,2021-03-19 11:05:59,鹤要远离鸡群,花呗很方便啊 就跟余额一样 知道自己几斤几两该买什么不该买什么    自己开店的没有稳定的工资收入 所以心里一直想着不能负债一分钱 花呗都是设置的自动还款 信用卡每月设提醒提前还款（甚至账单还没出来就去还了） 房子 车子 装修款等都是全款 给不起利息啊    理解不了身边超前消费的人 换钱时不痛苦吗 
1628974551_1285850287,2021-03-19 09:10:30,Victoria839,我的额度两万多，我把可使用的每月额度设置为两千。花呗一般用在到店支付扣款，网上购物扣款还是用回银行卡。之所以这么做是因为我不习惯查银行卡微信支付宝账单，每次想看看自己到店消费了多少，打开花呗看看还剩多少钱就行。别人说我挺抠的，但我觉得这样管理我的花费虽然不算很高明，可是我觉得还可以。
1628974551_1285696787,2021-03-18 23:32:06,momo,还行，我觉得花呗让我知道了我每个月花多少钱
1628974551_1285558264,2021-03-18 20:07:44,当我是个吃货吧,赞，就是这个理
1628974551_1285539605,2021-03-18 19:38:58,大风车吱呦转,我赚钱也不易，我为什么不用花呗来薅羊毛赚利息呢。我有多大能力花多少钱，我敢花说明我有我花得起，绑定银行卡自动还款，有啥负担。连这个都想不明白就敢先欠着还不满上征信，欠钱不还不该上？银行贷记信用卡之前向大学生恶意放卡仅凭小额费给你上征信上得你无处说理，那可是真上立马上，也没人敢说不
1628974551_1285539605_1295203335,2021-03-31 13:21:59,程从道,我已经说了，信用卡和花呗都是辣鸡，就不用比哪个厕所更脏了
1628974551_1285534561,2021-03-18 19:31:13,大风车吱呦转,你可能不知道十年前各大银行为了完任务都是去高校买通辅导员学长学姐给学生整班整班的办。。还是贷记卡。。还有人手把手教你怎样申请，每年都有许多不明原因被“逾期”上征信的人
1628974551_1285532906,2021-03-18 19:28:36,奔跑的小麋鹿,三个月才发一次工资啊，工资又不高，没有花呗真的日子过不下去
1628974551_1285529474,2021-03-18 19:23:11,大风车吱呦转,第一句就是蜜汁推理了，为啥有了花呗就想吃35块，为啥看了看工资卡还是4000就有蜜汁自信还是啥的。。为啥？为啥？是不知道要还的吗？跟信用卡不一样么？是不是人再办个信用卡就发现自己是万元户了，去吃海底捞了？？？是不是买房贷30年款就觉得自己还能再来两套？是？不？用？还？么？
1628974551_1285529474_1295169155,2021-03-31 12:39:21,程从道,你先看完，尤其是下边关于花呗的广告。你会发现我这个故事，从第一句开始，就是按照花呗的营销思路写的。
1628974551_1285512905,2021-03-18 18:58:03,清一色小笙,你应该增加一条，大部分银行信用卡分期，一般都在0.6%到0.76%之间，而且经常有打折，降到05%到0.3%，甚至降到0.2%都有可能，很少有见过分期，他妈竟然能达到0.88%的手续费率
1628974551_1285458572,2021-03-18 17:39:40,笑看一纸风华,我都习惯优先花呗支付了，没有超前消费，都是普通的日常消费，每个月自动还款。余额宝有足够的钱还。信用卡也有在用，日常消费，老是忘记还款日，狗信用卡总是在我逾期了产生罚金才发信息提示我，现在想注销信用卡[大哭]
1628974551_1285332961,2021-03-18 14:56:12,kelen,上年就是用花呗，忍不住诱惑，当月还不清，只能分期，然后分期叠分期，最终痛定思痛，穷点吧花呗还完，然后吧花呗关了
1628974551_1285128744,2021-03-18 10:27:49,驰名天下,理性这个词还是要多知道些，我是一直用花呗，每个月大概1000-1500，从不分期还钱，我觉得还行吧，也养成了一个习惯，当然了，余额宝有足够多的钱就行了。
1628974551_1285128652,2021-03-18 10:27:42,鱼悦熊门,今天刚关，不开了[捂脸]确实如楼主说的越来越放纵消费了。
1628974551_1285062988,2021-03-18 09:03:53,TJ橘猫,花呗，花完看你怎么还呗。🐶
1628974551_1285014620,2021-03-18 07:19:19,陌上烟雨,花呗只有300的人表示 无所谓啦  在怎么想超前消费 上限也就300最多就不要想了
1628974551_1284799744,2021-03-17 20:34:45,人生驿站,还是没有自制力，有1万多的花呗额度，买大件物品时，你是用现金还是花呗，用花呗下月再还，就把这1万块存余额宝收益也有12块，难道这十二块不是钱吗？不相当于你白赚了12块，说看银行卡余额的，谁还没事天天看银行卡余额，都是看花呗消费了多少，自己不行，还怨花呗，净扯淡
1628974551_1284799744_1295170123,2021-03-31 12:40:38,程从道,十二块，这边建议您出门翻垃圾桶看看，那个收益比这个高呢，加油！
1628974551_1284799744_1295509206,2021-03-31 19:47:41,人生驿站,现在垃圾都不好捡，后是专业人士[捂脸][捂脸][捂脸]
1628974551_1284651283,2021-03-17 16:53:55,bibibi,没人是用花呗记账的吗 [捂脸] 我大学时候有时候都先用花呗然后生活费放着不用 还钱的时候就用这个月本来的生活费补上 顺便看下花在哪些方面了
1628974551_1284448148,2021-03-17 12:24:07,冰凝,这说的不就是我嘛[小情绪]
1628974551_1284447949,2021-03-17 12:23:51,杜德,升级版的次贷危机
1628974551_1284427787,2021-03-17 11:56:07,名荒,这是我的真实情况
1628974551_1284421736,2021-03-17 11:48:09,Post,没这么严重吧，不能分期是真的，但是不代表不能用
1628974551_1284395035,2021-03-17 11:14:30,芝士条超级好吃,我的工资可以让我全款买手机，但是用花呗无息分期不好吗，每月只要扣几百块，多余的钱可以躺在理财产品里生利息
1628974551_1284370900,2021-03-17 10:45:11,隔烟水里水烟波,说的就是我啊[大哭][大哭][大哭][大哭][大哭][大哭]，不知不觉中花呗就欠了很多，开始工资随便拿出一点就能还完，后来变成了需要二分之一，全部，最低还款。还好醒悟的早。咬牙把花呗借呗一次性还完，立刻关闭。现在虽然攒不下钱但是无债一身轻[大哭][大哭]
1628974551_1284315120,2021-03-17 09:34:50,卖大力丸,想当年我说马云有问题，在B忽上被一群人狂骂，唉
1628974551_1284277407,2021-03-17 09:03:44,Coffee,我有个疑问  信用卡早就产生了，为啥花呗对人的改变更大？我本人只有一张信用卡，没有花呗白条，所以我不太懂这里面操作的不同？
1628974551_1284277407_1295171055,2021-03-31 12:41:48,程从道,花呗的下沉市场做的更好。
1628974551_1284277407_1295222851,2021-03-31 13:47:17,Coffee,就是审核更松更快？
1628974551_1284277284,2021-03-17 09:03:37,Coffee,我有个疑问  信用卡早就产生了，为啥花呗对人的改变更大？我本人只有一张信用卡，没有花呗白条，所以我不太懂这里面操作的不同？
1628974551_1284247594,2021-03-17 08:34:49,七分钟热度,花呗 还是不错的没钱用花呗低低
1628974551_1283914513,2021-03-16 18:18:08,kurt,已经关了，[调皮]免息期不过是为了培养习惯，总有那么一批人免息期外需要分期[蹲]
1628974551_1283865589,2021-03-16 17:10:38,爱叫啥叫啥吧,花呗，借呗，分付，分期乐，已经前前后后借了一万多了，今年好好挣钱，争取全都还完全都关闭
1628974551_1283762122,2021-03-16 15:02:18,楷楷,扫我的支付宝码可以用花呗支付耶
1628974551_1283653954,2021-03-16 12:37:25,乃木坂,用了6年了，也没准备关。。。之前上学一直欠2000块钱，工作后还清了。就算用花呗我也不会超前消费，毕竟自己经济实力有限。只不过是想通过花呗这些东西得到一些优惠。在外面吃也不一定比外卖便宜。外卖贵的，店里吃更贵。而且外卖可以点好多没吃过又不愿意专门出去吃的东西。我还想通过经常用花呗来增加最高额度，以后真有什么事也许用得着也说不定呢[害羞]
1628974551_1283653954_1285089019,2021-03-18 09:37:55,市井小民,花呗+余额宝提额快，我都是白嫖余额宝利息的，阿里最讨厌我这种客户了[酷]
1628974551_1283603671,2021-03-16 11:30:36,余晖,至少我是感谢花呗的，刚毕业出来工作那会，有试用期，每月只有一点工资，又房租生活费，最后靠花呗顶过来了。后来够钱用了就关闭花呗了，只对我而言，他帮助了我
1628974551_1283473370,2021-03-16 08:43:48,蜗牛就是牛,深有同感，我之前也是花呗越用越多，还好家人帮忙彻底还清了，已关闭，所以能不用花呗就不要用了[大笑]
1628974551_1283283851,2021-03-15 22:08:36,红桃青橙,早关了！觉得还款很烦！
1628974551_1283113736,2021-03-15 17:51:15,夏沐,花呗真的是不能用，利滚利，太疯狂了，害死人
1628974551_1283045204,2021-03-15 16:21:32,琪仔仔,花呗关不了，为了临时急需用钱可以用花呗，现在把额度从4500调整到了10，等需要在调回去[耶]
1628974551_1283028544,2021-03-15 16:08:38,旺旺,花呗的问题是给不够资格的人发了“线上信用卡”。这才是它的恶。很多工资小几千没工作多久甚至还是学生的，信用卡是不会发卡的。因为1-风险高；2-不道德（监管会管你相信吗）。
1628974551_1282933407,2021-03-15 14:48:27,沈佳,非常真实，用了五年花呗，今年终于关掉了，也终于存下来钱了，每次发了工资转头就还了花呗的日子太难过了，前用后空真是不好过
1628974551_1282737617,2021-03-15 13:36:15,子非鱼,我知道会这样所以从来没有用过花呗
1628974551_1282167641,2021-03-15 12:19:07,函授大魔导师,如果把钱给我，能让我孩子生活好一点，下地狱我也感谢你。
1628974551_1281632213,2021-03-15 10:12:34,清风,实话实说，花呗对我来说并没有什么不好，我现在4w额度了，只要管住自己，理性消费，现在基本出门不带钱包，花呗你微信查账方便，然后银行支付短信少了好多，为花呗点个赞
1628974551_1281570333,2021-03-15 08:45:10,钩吻,我还是觉得这个分人，看人的自控力。我从2015年开通花呗，从未逾期，分期从不花钱，只用免费分期。我能做到这样，和我消费记账有很大的关系。小到一瓶水，大到苹果手机，只要消费我就记账。所以，我对自己的消费掌握的很好，花呗成为我赚点余额宝利息的地方。
1628974551_1281283803,2021-03-14 19:23:27,红苹果,都是让没钱的穷人更穷，甚至套住了许多年轻人的生命，如广告中人
1628974551_1281201409,2021-03-14 17:01:01,yechagui,银行的信用卡不也是在打擦边球吗？告诉你年利率百分之5或者6，其实还钱的时候不也是一样第一期是全额的利息，往后就不一样了，如果国家要管应该先管管这个，但是人家银行说了这个不是利息，是分期手续费和利息没有关系，我信你个鬼哦
1628974551_1281144837,2021-03-14 15:27:28,ebes2002,我支付宝有钱，用花呗不分期，第二个月就换
1628974551_1281141039,2021-03-14 15:21:22,看遍有所会笑的星空,我就不用花呗
1628974551_1280870503,2021-03-14 07:18:58,Free,花呗关了好几年了，不用是因为不能给房子贷款，养了一张信用卡，四年一共有三次分期，其余都当月还，分期是因为把钱拿去做别的事赚点小钱
1628974551_1280607031,2021-03-13 19:22:17,绿里奇迹,这完全是自己的问题好吧，还赖花呗，真理解不了这些人！就好比这世上有些男人都抵御不了女人的诱惑，那女人就该消失？凡事都有两面性好吧
1628974551_1280607031_1280612208,2021-03-13 19:31:31,程从道,还搁着凡事都有两面性呢？在您这种人眼里是不是南京大屠杀也有正面意义？
1628974551_1280607031_1280614287,2021-03-13 19:35:01,程从道,碰到个事儿就用庸俗主义辩证法只会让你看起来像个没有立场的随风草。这根本不是客观理性
1628974551_1280577504,2021-03-13 18:32:08,Zhan,已经关了，真的没有控制力。
1628974551_1280574325,2021-03-13 18:26:31,一个求知的人,确实越来越膨胀了。以前怎么着也会控制在扣除必要支出的工资额度内，这个月超出很多，都要用到我的存款了 不行 要克制了。这个月都没存款 愧疚愧疚
1628974551_1280532242,2021-03-13 17:15:25,Freeman,花呗不就是信用卡吗？不用花呗的话信用卡也不会用了！
1628974551_1280532242_1280614567,2021-03-13 19:35:31,程从道,差不多是一回事，细分还是有些不同
1628974551_1280521247,2021-03-13 16:56:48,之乎乎之,各种网贷欠了靠百万，今年快出坑了，明年年底前能上岸了。
1628974551_1280500634,2021-03-13 16:23:38,橘子饼饼呀,只有我把生活费存在余额宝里挣一点费用，平时花花呗的吗？然后月初统一还花呗，虽然一个月就几块钱[大笑]
1628974551_1280421224,2021-03-13 14:12:09,半夏微凉,额，有信用卡的我觉得花呗和信用卡没啥差别，反正我想用信用卡就信用卡，花呗就花呗。不想用以上两种就用储蓄卡。区别只在于你的钱留在你账户多一个月时间，这个时间差你可以用这部分钱生点小钱钱。我用信用卡比较多，想刷积分以及提高信用卡额度，虽然我用不了多高额度，但信用卡高额度总比低额度好，万一有个急需也好应对。你要想你用的都是你的钱，那个额度并不代表你有多少钱，看不清的人那还是关闭花呗和信用卡吧，放过自己。
1628974551_1280282348,2021-03-13 10:31:53,水果姑娘,看来看去都觉得作者所说的意思是不要养成使用这种借贷软件提前消费预支消费的习惯，使用了就等于你在负债，不管收不收利息，本质上是不变的。
1628974551_1280178336,2021-03-13 04:46:09,我敢高龄妇女联盟,自控力不行扯社会主义核心价值观就很扯，因为用了花呗所以才会消费升级？这是你的问题不是花呗的问题
1628974551_1280178336_1280433305,2021-03-13 14:32:33,程从道,是因为花呗诱导人们消费升级导致一部人糊里糊涂就进去了，我不是说人没有问题，但我给你举个例子，世界各国都不允许拍摄香烟广告，但你回头看看花呗的广告，我觉得说花呗没有问题才是扯
1628974551_1279910861,2021-03-12 18:33:36,风切变,我这黄焖鸡16 黄焖排骨22
1628974551_1279910861_1279915693,2021-03-12 18:41:06,程从道,价钱是我随便说的啦
1628974551_1279640848,2021-03-12 12:20:30,知乎用户,楼主太年轻了，当年信用卡发卡那叫一个猛，以及我爹娘都申请不了花呗，可不妨碍他们有一叠信用卡。
1628974551_1279640848_1279645115,2021-03-12 12:26:19,程从道,那只能说明你父母有问题，还是你父母太年轻了
1628974551_1279640848_1279646536,2021-03-12 12:28:17,知乎用户,花呗老的不给，很粗暴，60岁以上就不发了，其实他的大数据应该get到我爹妈一月的房租都有1.5w了。
1628974551_1279635085,2021-03-12 12:12:21,知乎用户,花呗他有免息期啊，本月的工资不花，哪怕余额宝里放一放不还有几块钱嘛。花呗是这样，信用卡不也是这样吗？信用卡额度更大呢，分期手续费更贵呢。这不是花呗这个工具的问题，是人本身的问题。我有n个银行的信用卡，十几年没有用过分期，当月的钱哪怕放个活期理财，1万每天都有1块钱的收入，信用卡免你50天利息，不是有50块钱收入？即使最近装修花大把银子不得不分期，我也要等到这手续费确保我能薅到银行羊毛才出手，至于花呗分期，不免息我用你个鬼哦，免息期那么短。
1628974551_1279435812,2021-03-12 05:58:32,熊猫儿灬,花呗会让你过上精致穷的生活，你过得太精致了，吃什么买什么想花就花，但是实际你很穷啊，你所存的每分钱都要用来还债
1628974551_1279321601,2021-03-11 22:48:29,大青蛙,有和我一样的吗？比较喜欢买什么都用花呗，就只是单纯的想知道自己一个月花多少钱，然后每一笔钱都有依据，[捂脸]
1628974551_1279183253,2021-03-11 19:11:59,晨戍,这跟花呗其实没关系，没了花呗还有土呗 上呗 下呗。真正有关系的是自己的自控力，特别现在这个有个手机就能借钱的社会
1628974551_1279183253_1279184316,2021-03-11 19:13:42,程从道,自控力？美国人有没有自控力？然后呢，次贷危机。日本人有没有自控力？然后呢？低欲望社会
1628974551_1279173931,2021-03-11 18:56:45,FoL,我也要关，我同学老让我给他导钱
1628974551_1278962084,2021-03-11 14:06:47,是我啊美少年,没人逼着你一定要用花呗，你可以设置付款优先账户余额。花呗可以留着买大额分期商品。
1628974551_1278914640,2021-03-11 13:00:25,知乎用户,花呗可以限额，自制力好一点就行了
1628974551_1278805343,2021-03-11 10:39:12,比如忠贞,太多没看。花呗利息是怎么回事?
1628974551_1278792644,2021-03-11 10:23:27,灵魂慌得一批,我把花呗借呗都关闭了[赞同]，用不起
1628974551_1278717757,2021-03-11 08:43:36,無法無天,这玩意不逾期没有利息真的有其他影响吗？我卡里有钱，也够用，开始点了默认先用花呗就再没改，到了日期自动扣款还钱，还真不知道这有没有其他影响[捂脸]
1628974551_1278717757_1278756943,2021-03-11 09:37:33,程从道,你钱够多就没有
1628974551_1278691423,2021-03-11 07:43:46,张周军,幸好使用花呗他说要完善身份信息，正好可以不用花呗了
1628974551_1278610491,2021-03-11 00:04:31,风吹熄了诺言,花呗对我来说就是救急用的，一般情况下我都不会想到它，而且我都是提前还款，从不逾期，对于有自制力的人来说，不失为一个好东西，但对没有节制能力的人来说，只会越陷越深，害了自己。
1628974551_1278425026,2021-03-10 19:25:10,有来有去,我感觉花呗非常好的，月月按照自己掌控的能力使用。我觉得花呗应用真是一大创举。当然你非说它有罪，它就有问题，但这个问题往往出在自己的身上。
1628974551_1278350260,2021-03-10 17:37:24,所谓伊人,自己没有自控能力，怨花呗，我没有一次逾期，从来不会超支，自己有多大本事干多大事
1628974551_1278350260_1278351422,2021-03-10 17:38:58,程从道,您是听不懂话？自制力自制力的，您的思维就这点东西？
1628974551_1278350260_1278352319,2021-03-10 17:40:10,程从道,您还是先搞好和婆婆的关系再来评价别人吧[大笑]
1628974551_1278300319,2021-03-10 16:35:44,意大利进口商,我用花呗几年了 花钱的时候不会想着反正不用当下给 当下还的心理 我只会告诉自己我就只能挣这么多钱 花呗也只能花这么多 该节俭的节俭
1628974551_1278197215,2021-03-10 14:21:07,郭王,这跟美国之前的次贷危机一样，只不过美国的银行是民营的，中国的银行是国有的。支付宝最终面临的还是破产。因为国有的只会改制而不会破产。
1628974551_1278190713,2021-03-10 14:12:11,Wind,为什么现在人怎么累
1628974551_1278083317,2021-03-10 11:47:51,三水甫木公,我用花呗的主要原因就是为了钱在余额宝多放一个月的利息[思考]
1628974551_1277989868,2021-03-10 09:50:25,黄金体检,我就是觉得还要还钱麻烦死了，反正都是花的自己的钱
1628974551_1277961681,2021-03-10 09:11:45,菜菜,花呗借呗的年利率高的离谱，早就关闭，准备卸妆支付宝了
1628974551_1277778928,2021-03-09 22:40:32,朱不二,我怎么感觉花呗挺好的，以备不时之需。一切消费都靠自己自觉，不能让花呗背锅。
1628974551_1277778928_1277783465,2021-03-09 22:46:53,程从道,你想想你这样做花呗能获得什么。
1628974551_1277629034,2021-03-09 18:53:59,Ao250,因为信用卡能刺激消费[耶]韭菜就会长得更旺了
1628974551_1277576436,2021-03-09 17:36:55,小情绪,关闭花呗一年多了 但是 一年到头还是存不了几个钱  生活啊
1628974551_1277265974,2021-03-09 10:49:32,你该如何回忆我,月薪一万 也用花呗 但平常吃饭不会超过15。。
1628974551_1277265974_1277274718,2021-03-09 11:00:11,程从道,月薪一万的地方如果你吃15的饭那真的不如自己做，食品来源都是个问题
1628974551_1277265974_1277296929,2021-03-09 11:27:54,你该如何回忆我,可能我在的地方消费比较低吧
1628974551_1277114254,2021-03-09 02:34:04,菜花也芬芳,最多花呗还了九千多，还完就关了
1628974551_1277088833,2021-03-09 00:53:25,Y小角,其实也分人，我觉得花呗和信用卡就对我这种有些懒惰的人有好处，我就喜欢有点儿欠款，然后有点压力能让我努力工作的感觉。而且以前没花呗信用卡的时候我也没攒下钱，挣的钱也都零散着花了，也没见到买什么好点的东西，然后由于没欠款，所以工作上也是想请假就请假，不那么努力。自从有了这些借贷，我能用它们一次买个大件，然后再慢慢还，我奥迪车就是用信用卡和借呗凑的首付，一年就还清了，今年车贷也马上还完了，然后去年我又贷款给爸妈换的房，用花呗和信用卡给爸妈添的几十万家具，现在每月因为有欠款要还，所以工作上我也比较上心努力。我感觉要没有这些借贷，让我自己攒钱我奥迪车和房都买不上，钱也攒不下～我是属于借款肯定是量力而为的，确定自己能还上才会借。
1628974551_1277088833_1277276167,2021-03-09 11:01:54,程从道,赚钱和努力工作没什么必然关系，体制内成员你努不努力工资也不会涨一分钱
1628974551_1277069796,2021-03-09 00:12:52,裂谷小子,等我还完，永久关闭
1628974551_1276828311,2021-03-08 18:04:36,lllsw,全看个人，我用花呗几年了，还是很节约，用花呗只是为了白嫖一个月利息。蚂蚁肉也是肉。人与动物的区别，就是人会使用工具。
1628974551_1276828311_1277272630,2021-03-09 10:57:32,程从道,人与动物的区别，就是人以为自己不是动物。
1628974551_1276756578,2021-03-08 16:28:50,林峰,确实是这样，提前消费给人一种错觉
1628974551_1276713495,2021-03-08 15:34:13,MucB12,因为开通了花呗 花钱会大手大脚 比如点外卖 以前想着点便宜点的 有了钱就会想着吃好点吧 反正还钱的时候不差这点 然后慢慢累积起来 到最后还不起了 才会想我当时为什么贷这么多钱 慢慢花呗就成了无形的负担
1628974551_1276697855,2021-03-08 15:13:52,李狗蛋,我有个朋友，大学生。略懂些经济学，知道资金的时间价值，却又不舍得花费时间和精力去学习投资理财。手机有点闲钱不多也就一两万，每月工资一万多点。每次和他聊天，他总是会说花呗我会一直用下去的。但是每次都定期还款，绝不会让它产生利息。这样我延迟还款的那段时间。那些消费的资金便被我赚到了时间成本。他对此一直沾沾自喜。我对他的这个逻辑表示迷之困惑(இдஇ; )
1628974551_1276642692,2021-03-08 13:58:37,哎呦,我的已经关闭了
1628974551_1276638121,2021-03-08 13:52:11,换名免得被认出来,有了花呗，我能直接提辆车
1628974551_1276484018,2021-03-08 10:28:51,知乎用户,对头，我这样好多张信用卡，合计x十万授权，还时不时打电话问需不需要贷款的人，每个月才1千元透支消费，花呗和白条根本不屑于上征信，每个月按时还款，根本不是他们的优质用户，另外信用卡优惠比花呗和白条多太多了，所以选择信用卡！
1628974551_1276484018_1276694036,2021-03-08 15:08:59,程从道,一丘之貉，信用卡同样要谨慎
1628974551_1276320580,2021-03-08 00:43:27,知乎用户,关闭花呗4年了
1628974551_1275972807,2021-03-07 15:40:37,沙沙沙沙傻傻傻傻,怎么关闭花呗？？？？？
1628974551_1275832354,2021-03-07 12:14:11,陈仓怎样暗度,不论我有多少钱，觉得贵的东西我还是觉得贵。所以我花钱的时候都会想一下这东西值不值得，是不是智商税，真的能达到我想要的效果吗？这些考量是和自己有多少钱没多大关系的。花呗对我来说就是没有利息的短期借贷，我很清楚本质上我在花未来的钱，所以不会出现冲动消费和盲目消费。可能也和性格有关系，我比较谨慎，做选择容易犹豫，啊啊，有利有弊吧。
1628974551_1275501172,2021-03-06 22:05:27,花开不折枝,但是代价呢，古尔丹？
1628974551_1275424073,2021-03-06 20:11:12,没什么,幸好我知道钱都是要还的，所以我只是把钱放余额宝收益，下个月准时还
1628974551_1275392838,2021-03-06 19:19:17,知乎用户,已经被迫关的只剩花呗了
1628974551_1275039821,2021-03-06 10:22:51,且行且珍惜,不管别人怎么说，反正我关了
1628974551_1274901183,2021-03-06 01:07:10,周末,我是嫌它麻烦，消费了它几百块，看它催账就烦
1628974551_1274878892,2021-03-06 00:18:56,智慧家居,花呗有利有弊，还要合理的使用它
1628974551_1274864931,2021-03-05 23:54:17,丫丫,欠了花呗2.3千，寒假没回老家陪老人，干了一个多月的假期工，终于把花呗还完了，现在依然过的很节省
1628974551_1274636092,2021-03-05 18:09:42,夜曲,去年开始不用花呗了
1628974551_1274181935,2021-03-05 08:53:52,知乎用户,我是那种定时定点定量用花呗的人，至于为啥用花呗，因为工资需要工作满一个月才会发
1628974551_1274124313,2021-03-05 04:28:53,知乎用户,我是属于用花呗也是扣扣搜搜，点个饭还要几家对比的[捂脸] 当月的钱放在余额宝还能有百来块利息
1628974551_1273814674,2021-03-04 18:22:10,帅的冒泡,真的假的？   日本以前也这样？
1628974551_1273770034,2021-03-04 17:22:29,熊扭扭大人,多年来都是每月1号还花呗，信用卡，房贷，宽带，电话费，水电煤气费，这样确保不会忘记。平时的花销每天用软件记账管理，不会占用太长时间，而且几年下来已经成为习惯了，每个年度的花费项目都可以对比，非常有效果。花呗信用卡不是坏东西，只不过花得起更要还的起，评估自己的经济实力消费，才不会焦虑咧。
1628974551_1273704629,2021-03-04 16:03:25,玄音,还完6000就关了
1628974551_1273693878,2021-03-04 15:49:43,1234567,我一直以为我是花呗用户，原来我一直都不是。当然我本人只用支付宝不用微信消费（热爱）学生还不起花呗还给了权限这个确实是有点不地道；上班族的话还款日设置到快发工资近一周左右比较合适，最起码确保发工资前能正常还款。我想这种情况应该不舒服负债，也不属于超前消费，我只是把本该花的钱放到余额宝多放一个月。我从一开始就将花呗额度调整为3000够每个月生活用，想买贵的也不够用。正常一个月也就用1500左右。然后余额宝存3000，到还款日自动还款，然后补齐余额宝保证如果用超了也能到点还款。
1628974551_1273649528,2021-03-04 14:54:54,热辣滚烫,啊 我已经很久没有用花呗了的，但没有去关闭掉，目前就当一个急用钱却不想问别人借钱的工具叭[蹲]
1628974551_1273615082,2021-03-04 14:10:59,纸短情长,花呗的目标用户生活水平大于自身收入的人，如果你每个月都按时还款，那你就不是它的目标用户了
1628974551_1273598925,2021-03-04 13:50:02,留下,我平时用钱算是非常节省的了，但是用花呗每个月的还款额都是以前用现金付款总数的一倍，但是我习惯了不带现金，习惯了用一个付款方式以方便我记账，还有一个是手机刷出去的钱感觉不到心疼，要是让你拿现金付款，一看拿出去这么多，就会督促自己下次要省着点花，
1628974551_1273540470,2021-03-04 12:36:39,大橙子诶,昨天一次性把借呗和花呗的借款还清，立马关闭。从此再不会用。
1628974551_1273457731,2021-03-04 10:56:05,Alcor丶,马云，让我身败名裂！我很早就开始讨厌这个东西了，最近无力还款了
1628974551_1273454830,2021-03-04 10:52:47,朱一龙的女朋友,我没有欲望，不会买超出能力范围的东西
1628974551_1273454830_1273689718,2021-03-04 15:44:28,程从道,你的id就是你的欲望
1628974551_1273454830_1275026755,2021-03-06 10:04:04,朱一龙的女朋友,还好了，这个不用花钱，佛系追星
1628974551_1273413646,2021-03-04 10:03:09,Waste material,我用花呗只是不想把自己的现钱发出去那么快而已[飙泪笑][飙泪笑]
1628974551_1273321093,2021-03-04 07:18:29,路西法,就是之前的信用卡陷阱，现在各种保，各种呗让你消费得更加方便了。
1628974551_1273238483,2021-03-04 00:03:31,程己成仁,欲望满足的瞬间，即是偿还的时刻
1628974551_1272855457,2021-03-03 15:31:54,candy,超级有道理  
1628974551_1272840242,2021-03-03 15:14:21,彳亍,哈哈 我没关， 一次性还完  只留了一百额度自动充话费[思考][酷][酷][捂嘴][捂嘴]还完的感觉是真的爽
1628974551_1272215186,2021-03-02 18:51:09,klinny,是的 而且这是一个恶性死循环
1628974551_1272196640,2021-03-02 18:22:20,苏铭,一月4000吃22的黄焖鸡？那玩意是一月4000吃得起的吗
1628974551_1272117764,2021-03-02 16:31:57,L丨丹,"关闭干嘛?自己管住自己就好,我就喜欢用花呗消费,毕竟这是最好的记账工具了"
1628974551_1272117764_1272124710,2021-03-02 16:40:34,程从道,用消费贷记账，可真有你的喔。
1628974551_1272101148,2021-03-02 16:11:40,北落师门,这一切
1628974551_1272072416,2021-03-02 15:34:51,东子,人均工资5个亿，不用考虑花呗的问题
1628974551_1271897905,2021-03-02 11:42:18,wjy,说的太好了
1628974551_1271321713,2021-03-01 16:26:45,一giao我哩giao,我就奇了怪了，为什么你们能欠那么多钱？我用花呗也有五年了，额度两万多了，但是每个月能用的就一千多块钱，自己有几斤几两自己不清楚？
1628974551_1271321713_1271324068,2021-03-01 16:29:37,程从道,慢慢来，急什么。
1628974551_1271297250,2021-03-01 15:57:40,费恩册,我就是有红包才用花呗，支付完马上还
1628974551_1271063200,2021-03-01 11:00:50,啊MOON,是这样的，所以关了花呗借呗。
1628974551_1271016152,2021-03-01 10:00:48,啦啦啦啦,假如一个月3000块钱，然后我去开花呗，花呗额度也挺理想，那我就会存在我3000块提前花完，然后去消费花呗等到我发工资或者分期这种没压力的超预支，当你工资稳定，没欠债的情况还是把花呗关了吧。
1628974551_1270890864,2021-03-01 01:25:35,无所不尽其极,花呗和借呗是山穷水尽时最后一次放荡的工具，不是日常生活周转的发霉面包，望周知
1628974551_1270645209,2021-02-28 19:13:49,香榭,我用了五年花呗，重来没有逾期过！
1628974551_1270645209_1271254274,2021-03-01 15:04:27,程从道,慢慢来，急什么。
1628974551_1270577415,2021-02-28 17:31:47,陈灵轩,每个月计算着余额还完花呗后的数字，少得让我心痛，但是为了余额宝里的息，还是要继续使用花呗，不知道我是不是例外，花呗对我的消费观没有影响
1628974551_1270545861,2021-02-28 16:44:20,汉尼拔,出来混要还的
1628974551_1270544194,2021-02-28 16:41:46,林小天,已经关闭，发的工资一还花呗就没钱了
